id,bonus,bonusLastChangedAt,endReason,endReasonLastChangedAt,ended,endedLastChangedAt,exitStep,exitStepLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt,writtenPlan,writtenPlanLastChangedAt
01KC79GNS1S2AW9A3YTCFXMHYJ,220,2025-12-11T18:17:12.575859323Z,disconnected,2025-12-11T18:17:30.367669004Z,game terminated,2025-12-11T18:17:30.336761208Z,,,true,2025-12-11T18:19:08.433090842Z,"{""gamefailed"":""nogame""}",2025-12-11T18:19:08.406649768Z,01KC792QKEWXFRRJ193215MS3Y,2025-12-11T18:11:07.397048542Z,2,2025-12-11T18:10:16.080348192Z,true,2025-12-11T18:11:20.799120049Z,01KC79GM4JZFC7M0B5A9F7X5T8,2025-12-11T18:07:03.457234001Z,5eb48a3f84a7aa2fc6d4500b,2025-12-11T18:07:03.457234001Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:07:03.556165571Z,baseline,2025-12-11T18:07:03.556165571Z,"{""PROLIFIC_PID"":""5eb48a3f84a7aa2fc6d4500b"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b08112d66b902db20157f""}",2025-12-11T18:07:03.941286728Z,"{""plan"":""Always park in C""}",2025-12-11T18:11:20.776085945Z
01KC79NRMRDF4S1HXZJGF0GXBP,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:12:08.373886421Z,"{""gamefailed"":""nogame""}",2025-12-11T18:12:08.562989698Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,,,,,01KC79NQAM3AY1CFJT8RT7QMX1,2025-12-11T18:09:50.232563312Z,60969f2e675df62d497647c2,2025-12-11T18:09:50.232563312Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:09:50.246143307Z,baseline,2025-12-11T18:09:50.246143307Z,"{""PROLIFIC_PID"":""60969f2e675df62d497647c2"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b083be1e3c306728328fc""}",2025-12-11T18:09:50.973973365Z,,
01KC79P9S0Z4R3SF0X9X4XTCT3,20,2025-12-11T18:15:33.122308633Z,disconnected,2025-12-11T18:16:02.934731245Z,game ended,2025-12-11T18:16:03.134680904Z,1,2025-12-11T18:21:32.389309297Z,,,"{""strength"":""I was going to try my best but my partner canceled "",""fair"":""Yes"",""feedback"":""My partner didn't choose any thing""}",2025-12-11T18:21:32.359649624Z,01KC79Q7KZQDNHF5M1TY59AJCV,2025-12-11T18:14:14.952439877Z,2,2025-12-11T18:13:47.947457989Z,true,2025-12-11T18:14:54.745468518Z,01KC79P86N48JDTKA7C8ABJDQE,2025-12-11T18:10:07.776640295Z,67d98a88b03fa4ee9f212a10,2025-12-11T18:10:07.776640295Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:10:07.791829223Z,baseline,2025-12-11T18:10:07.791829223Z,"{""PROLIFIC_PID"":""67d98a88b03fa4ee9f212a10"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b086654bd29f72cb13a84""}",2025-12-11T18:10:08.552799779Z,"{""plan"":""I will try to be cautious ""}",2025-12-11T18:14:53.959381325Z
01KC79BHJKGC0XHEWP58WMSD78,194,2025-12-11T18:09:24.092061398Z,,,game ended,2025-12-11T18:09:27.414246158Z,1,2025-12-11T18:10:06.288075234Z,,,"{""strength"":""I think after a while I notice the partner chosing the same one all the time so I did the same "",""fair"":""Some what "",""feedback"":""none ""}",2025-12-11T18:10:06.293937597Z,01KC792RDTTPADJ08M6VFTYHNX,2025-12-11T18:04:36.680792135Z,2,2025-12-11T18:05:39.144650086Z,true,2025-12-11T18:06:26.699320032Z,01KC79BGS1EJXDNYQ3PREDNKK7,2025-12-11T18:04:15.315140544Z,6761d0e1ed82a6753286b21b,2025-12-11T18:04:15.315140544Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:04:15.324573347Z,baseline,2025-12-11T18:04:15.324573347Z,"{""PROLIFIC_PID"":""6761d0e1ed82a6753286b21b"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b078150e89831b499dcd3""}",2025-12-11T18:04:15.729187121Z,"{""plan"":""Going to try and mix up my choice per go, utilsing different colours ""}",2025-12-11T18:06:26.69672941Z
01KC79FDY16824X1XPSG3PK4TB,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:11:43.126409641Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:42.98940647Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,2,2025-12-11T18:08:44.406696372Z,,,01KC79FDCYRHDA4XJHMCSH9BQ4,2025-12-11T18:06:22.657053189Z,66718651235965586f330675,2025-12-11T18:06:22.657053189Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:22.666523641Z,baseline,2025-12-11T18:06:22.666523641Z,"{""PROLIFIC_PID"":""66718651235965586f330675"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0802690b2dc8cabed88d""}",2025-12-11T18:06:22.945064173Z,,
01KC79MW7H7X45AY5T7G8TZJ44,184,2025-12-11T18:19:04.570924528Z,,,game ended,2025-12-11T18:19:14.327110025Z,1,2025-12-11T18:20:24.183914331Z,,,"{""strength"":""Very good "",""fair"":""Yes"",""feedback"":""Everything was good ""}",2025-12-11T18:20:24.126631309Z,01KC79Q5VKEKA6F68YHYY2PTG3,2025-12-11T18:13:53.868463638Z,2,2025-12-11T18:11:33.932691219Z,true,2025-12-11T18:14:14.755571635Z,01KC79MTRMQ8YPB8VMW0ZN0JQG,2025-12-11T18:09:21.137169746Z,6678641343dea20a0ac43a02,2025-12-11T18:09:21.137169746Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:09:21.147158128Z,baseline,2025-12-11T18:09:21.147158128Z,"{""PROLIFIC_PID"":""6678641343dea20a0ac43a02"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0850086ac6360c310f28""}",2025-12-11T18:09:21.790900272Z,"{""plan"":""\n\nPark in different spots, same color (A+B or C+D) for a 10 MU discount. Otherwise, park in different spots, different color for the regular price. Avoid same spot parking to dodge the 30 MU penalty.""}",2025-12-11T18:14:14.610439961Z
01KC79NJWG3QVHQ0CW4JWQM66F,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:11:47.267193913Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:47.254655853Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,2,2025-12-11T18:10:59.993481947Z,,,01KC79NJ9AK73WW5RTJESQKG36,2025-12-11T18:09:44.336889863Z,5ff743fd88a5713bd0d00583,2025-12-11T18:09:44.336889863Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:09:44.352558695Z,baseline,2025-12-11T18:09:44.352558695Z,"{""PROLIFIC_PID"":""5ff743fd88a5713bd0d00583"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b08010ec60f9bc1626b09""}",2025-12-11T18:09:44.665611544Z,,
01KC79FR7J946W03Q3R68B07N0,118,2025-12-11T18:16:53.313460104Z,disconnected,2025-12-11T18:17:28.384443385Z,game terminated,2025-12-11T18:17:28.355525789Z,,,true,2025-12-11T18:12:12.126060963Z,"{""gamefailed"":""nogame""}",2025-12-11T18:12:12.139156703Z,01KC79Q99654F9ET04XN20XZEB,2025-12-11T18:12:44.114818398Z,2,2025-12-11T18:09:56.587839106Z,true,2025-12-11T18:13:44.991346645Z,01KC79FQ14MD1CG051XRV0WRMP,2025-12-11T18:06:33.202580928Z,66c759152c9c09f229a0756c,2025-12-11T18:06:33.202580928Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:33.213944311Z,baseline,2025-12-11T18:06:33.213944311Z,"{""PROLIFIC_PID"":""66c759152c9c09f229a0756c"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07fbf82bd38a6e67529d""}",2025-12-11T18:06:33.824271651Z,"{""plan"":""If I park in the same spot → 30 MU If I  park in different spots, same color (A+B or C+D) → 10 MU discount.\nIf park in different spots, different color → regular price shown on diagram""}",2025-12-11T18:13:45.008095301Z
01KC79HNBJ2VX43MH80SACDQ3D,22,2025-12-11T18:11:32.174659571Z,disconnected,2025-12-11T18:12:11.659402582Z,game ended,2025-12-11T18:12:11.701675496Z,1,2025-12-11T18:12:52.471895618Z,,,"{""strength"":""I would say  did not have any"",""fair"":""It was"",""feedback"":""""}",2025-12-11T18:12:52.436693182Z,01KC792PFW6AVG96T52RTPX57B,2025-12-11T18:10:09.492026595Z,2,2025-12-11T18:08:56.215815197Z,true,2025-12-11T18:10:12.188675766Z,01KC79HM3VXDJG0WR0XMXRGP8D,2025-12-11T18:07:35.794922238Z,610fe388edbe79db4831672b,2025-12-11T18:07:35.794922238Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:07:35.804988822Z,baseline,2025-12-11T18:07:35.804988822Z,"{""PROLIFIC_PID"":""610fe388edbe79db4831672b"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07f2cd13d605cfa86668""}",2025-12-11T18:07:36.443613846Z,"{""plan"":""I plan to pick the least obvious options and to keep repeating that.""}",2025-12-11T18:10:11.859658324Z
01KC79YVX8PSX2NTZ222FJ32NZ,89,2025-12-11T18:24:31.368263605Z,disconnected,2025-12-11T18:24:48.658101801Z,game ended,2025-12-11T18:24:48.738615209Z,1,2025-12-11T18:26:27.897840474Z,,,"{""strength"":""I think its was a good attempt "",""fair"":""Partially considering that it was more of a guessing game"",""feedback"":""I was enjoying it and would love to have finished if my partner didnt disconnect ""}",2025-12-11T18:26:27.928093079Z,01KC79VJDQXC2W66T6DBS0M1ZZ,2025-12-11T18:18:07.975577127Z,2,2025-12-11T18:18:13.117124198Z,true,2025-12-11T18:19:32.036446928Z,01KC79YTS2TGYHD67BA9H5WVAE,2025-12-11T18:14:48.488157414Z,667d2807e59995857a56db99,2025-12-11T18:14:48.488157414Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:14:48.519000106Z,baseline,2025-12-11T18:14:48.519000106Z,"{""PROLIFIC_PID"":""667d2807e59995857a56db99"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0994876bbd7ee45d0d4d""}",2025-12-11T18:14:49.143526894Z,"{""plan"":""My plan is to play it safe and just pick 1 or 2 spots to park in throughout the game that will probably increase my chances 9f matching well with my partner and getting less penalties ""}",2025-12-11T18:19:32.009051875Z
01KC7AJXSZJ5EGB9R2VF9V0GWN,,,disconnected,2025-12-11T18:29:41.704604538Z,game ended,2025-12-11T18:29:41.791005369Z,1,2025-12-11T18:31:37.30527629Z,,,"{""strength"":""i did not play as partner disconnected"",""fair"":""yes"",""feedback"":""partner did not respond""}",2025-12-11T18:31:37.271444239Z,01KC79VKMCBGAZ7NXS8D0WYXB0,2025-12-11T18:27:48.129917919Z,2,2025-12-11T18:26:52.211032727Z,true,2025-12-11T18:27:54.663266509Z,01KC7AJNQ2238JQ7QTW0B6F4TC,2025-12-11T18:25:45.791816719Z,6737449def4924366e15da55,2025-12-11T18:25:45.791816719Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:25:45.838935673Z,baseline,2025-12-11T18:25:45.838935673Z,"{""PROLIFIC_PID"":""6737449def4924366e15da55"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0843a2eb9cd439dd595a""}",2025-12-11T18:25:48.691352546Z,"{""plan"":""parking on different spots with my partner""}",2025-12-11T18:27:33.690898964Z
01KC79CN37TTVYG5HR4XAAVDYW,277,2025-12-11T18:11:43.495689635Z,,,game ended,2025-12-11T18:12:02.684432429Z,1,2025-12-11T18:13:37.171700192Z,,,"{""strength"":""I think i did good,   once we got the hang of it, but my partner switched things up in the end and it cost us more. "",""fair"":""i think it was for the task we did"",""feedback"":""very interesting study""}",2025-12-11T18:13:37.152643208Z,01KC792QXT26YC6BEFZ6Z9RW21,2025-12-11T18:07:37.733889126Z,2,2025-12-11T18:07:07.573527008Z,true,2025-12-11T18:08:04.942067091Z,01KC79CMVGKFD08ZSCWTPWYXGY,2025-12-11T18:04:51.687621949Z,66d88375799e00b593a8655f,2025-12-11T18:04:51.687621949Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:04:51.699227899Z,baseline,2025-12-11T18:04:51.699227899Z,"{""PROLIFIC_PID"":""66d88375799e00b593a8655f"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b079c881ee78dde41f48b""}",2025-12-11T18:04:51.820446948Z,"{""plan"":""i would like to work with my partner so we both can have a discount, to start im going to park in C""}",2025-12-11T18:08:04.939992577Z
01KC79QVSZRSMWGDQPGKRR1FNE,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:12:20.562136562Z,"{""gamefailed"":""nogame""}",2025-12-11T18:12:20.53522918Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,,,,,01KC79QT04E2YDKCF1W9RV8T4W,2025-12-11T18:10:59.007683531Z,66d5b779fc6befdda85afb80,2025-12-11T18:10:59.007683531Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:10:59.027785503Z,baseline,2025-12-11T18:10:59.027785503Z,"{""PROLIFIC_PID"":""66d5b779fc6befdda85afb80"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b085a7b2e081f59e8951a""}",2025-12-11T18:10:59.81225222Z,,
01KC79G33FKHQAFQP3E0JXHPWT,240,2025-12-11T18:12:58.230605422Z,,,game ended,2025-12-11T18:13:03.195842515Z,1,2025-12-11T18:14:46.705735236Z,,,"{""strength"":""we just need to go with the pick of the player in the first one or two times then its easy for both."",""fair"":""not a fully fair cause I was constantly paying 8 but the other person or ai was paying only 1 every time which id pretty bad."",""feedback"":""none.""}",2025-12-11T18:14:46.72561112Z,01KC792P02FDQSKTX7R48P6G43,2025-12-11T18:09:28.402691606Z,2,2025-12-11T18:08:39.459440718Z,true,2025-12-11T18:09:41.317762828Z,01KC79G1TJ8JRGPNHZM8P15EMB,2025-12-11T18:06:44.335391923Z,68cce19c3d7c90d0af876900,2025-12-11T18:06:44.335391923Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:44.343443925Z,baseline,2025-12-11T18:06:44.343443925Z,"{""PROLIFIC_PID"":""68cce19c3d7c90d0af876900"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07f5bfd82393e7d6e65e""}",2025-12-11T18:06:45.000717546Z,"{""plan"":""I would go with A thinking that the other person will either go for B or any else.""}",2025-12-11T18:09:41.323632908Z
01KC79NEFJGEV7VDQMG19EZG6S,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:12:08.092932733Z,"{""gamefailed"":""nogame""}",2025-12-11T18:12:08.001088043Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,1,2025-12-11T18:11:14.675447271Z,,,01KC79NDCWBF3H10ME2AN71M44,2025-12-11T18:09:39.82695565Z,678b955998db06a51ad68305,2025-12-11T18:09:39.82695565Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:09:39.839936528Z,baseline,2025-12-11T18:09:39.839936528Z,"{""PROLIFIC_PID"":""678b955998db06a51ad68305"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b08561de62ce8ccbe51f3""}",2025-12-11T18:09:40.641481358Z,,
01KC7AAP6FQ8ZR8D0NHHC5E3SR,39,2025-12-11T18:29:10.388740259Z,disconnected,2025-12-11T18:31:01.323274678Z,game ended,2025-12-11T18:31:01.412862678Z,1,2025-12-11T18:48:31.934370247Z,,,"{""strength"":""very good"",""fair"":""yes very fair"",""feedback"":""no problem""}",2025-12-11T18:48:31.898382285Z,01KC79VK797V9N954PGYD7K2K1,2025-12-11T18:23:11.92418475Z,2,2025-12-11T18:24:16.994661263Z,true,2025-12-11T18:25:30.220679774Z,01KC7AAFB00G07XFZVSYX4QZWR,2025-12-11T18:21:15.855202848Z,664b7cea18fe17cd31b5ab5e,2025-12-11T18:21:15.855202848Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:21:16.204976246Z,baseline,2025-12-11T18:21:16.204976246Z,"{""PROLIFIC_PID"":""664b7cea18fe17cd31b5ab5e"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b097fc9b1775b70039dfc""}",2025-12-11T18:21:17.210801872Z,"{""plan"":"" my game plan am picking B as per now""}",2025-12-11T18:25:30.190029637Z
01KC79BQE5NEVJ38SXM2BYNA5G,19,2025-12-11T18:07:56.052137602Z,disconnected,2025-12-11T18:08:26.114213141Z,game ended,2025-12-11T18:08:26.134752594Z,1,2025-12-11T18:09:05.710876095Z,,,"{""strength"":""My strength was based on the fact that I kept the same choice each time."",""fair"":""The pay would be fair if my partner had done their part."",""feedback"":""n/a""}",2025-12-11T18:09:05.704790687Z,01KC792RM5H8250G7S7JGPBJ2K,2025-12-11T18:04:21.327862808Z,2,2025-12-11T18:05:18.728230364Z,true,2025-12-11T18:05:40.573304966Z,01KC79BQ56M2QVGVKD6H075E2C,2025-12-11T18:04:21.317443605Z,63b6ffb02943686f4f354741,2025-12-11T18:04:21.317443605Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:04:21.327862808Z,baseline,2025-12-11T18:04:21.327862808Z,"{""PROLIFIC_PID"":""63b6ffb02943686f4f354741"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b078dbf3d8b62aaa43c37""}",2025-12-11T18:04:21.53878435Z,"{""plan"":""My game plan is to try to pick a different color and different spot from my partner.""}",2025-12-11T18:05:40.572585742Z
01KC79ETZGJTNY1SR916TX5BKW,125,2025-12-11T18:11:00.041051572Z,,,game ended,2025-12-11T18:11:06.169601486Z,1,2025-12-11T18:11:47.77237028Z,,,"{""strength"":""Pretty bad, I didnt do as well as i anticipated and i thought my partner and I would have been able to read eachother better"",""fair"":""yes, the payment was fair and the survey was fun."",""feedback"":""n/a""}",2025-12-11T18:11:47.757338392Z,01KC792S06J6QXCJ8HVDY29CGM,2025-12-11T18:07:02.158275326Z,2,2025-12-11T18:06:55.934026941Z,true,2025-12-11T18:07:25.454123867Z,01KC79ETFZHD4X8929YKEJ93WY,2025-12-11T18:06:03.248932903Z,5e92178e8ee4fe54b65b7c39,2025-12-11T18:06:03.248932903Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:03.25844074Z,baseline,2025-12-11T18:06:03.25844074Z,"{""PROLIFIC_PID"":""5e92178e8ee4fe54b65b7c39"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07f1e970d6f45e054d42""}",2025-12-11T18:06:03.500317533Z,"{""plan"":""At first I will just go by feeling but as the rounds progress I will try to understand and predict where my partner parks and adjust accordingly,""}",2025-12-11T18:07:25.452594706Z
01KC79F5KVWH11A1HGCQZ9K72R,157,2025-12-11T18:16:29.23099832Z,disconnected,2025-12-11T18:17:27.462422506Z,game terminated,2025-12-11T18:17:27.406219168Z,,,true,2025-12-11T18:17:43.59858469Z,"{""gamefailed"":""nogame""}",2025-12-11T18:17:43.625469399Z,01KC792PXTR0N6KYBS1YKZHZ15,2025-12-11T18:10:21.532907674Z,2,2025-12-11T18:08:26.252079764Z,true,2025-12-11T18:10:21.765734871Z,01KC79F53VMFDC4KDB5RJ6GCMM,2025-12-11T18:06:14.139471152Z,5efc71c12e8008012d01b013,2025-12-11T18:06:14.139471152Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:14.14847469Z,baseline,2025-12-11T18:06:14.14847469Z,"{""PROLIFIC_PID"":""5efc71c12e8008012d01b013"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07fd68da442dd185fe47""}",2025-12-11T18:06:14.411996071Z,"{""plan"":""I will focus on cheaper spots so i will be picking these violets options. I think my partner will be picking the cheapest so i must pick the other one ""}",2025-12-11T18:10:21.755523151Z
01KC79NWF0F18NR99029BE6677,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:11:41.31699129Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:41.328710107Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,1,2025-12-11T18:11:34.285043276Z,,,01KC79NW06ST1Q62EXHNHG9ZWG,2025-12-11T18:09:54.144365097Z,5fdfd04b9bf07d83b2e5f780,2025-12-11T18:09:54.144365097Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:09:54.156563872Z,baseline,2025-12-11T18:09:54.156563872Z,"{""PROLIFIC_PID"":""5fdfd04b9bf07d83b2e5f780"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b081c052b9f0848674787""}",2025-12-11T18:09:54.396506044Z,,
01KC79VM9MJR7NCG9CNRZ8RRM0,113,2025-12-11T18:22:02.568157651Z,,,game ended,2025-12-11T18:22:11.986604994Z,1,2025-12-11T18:24:11.049156854Z,,,"{""strength"":""I tried to  counter my partner though he sometimes got the best spots."",""fair"":""Yes, in relation to the time spent"",""feedback"":""None""}",2025-12-11T18:24:11.021125166Z,01KC79VHBZ10QQXP0BWPHPEQ88,2025-12-11T18:14:54.963766196Z,2,2025-12-11T18:13:29.274185719Z,true,2025-12-11T18:15:06.260914888Z,01KC79VJVBMYDXZP6SXBD0M0Z8,2025-12-11T18:13:02.388854137Z,67dc19acaa83409c086aa8fa,2025-12-11T18:13:02.388854137Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:13:02.680305222Z,baseline,2025-12-11T18:13:02.680305222Z,"{""PROLIFIC_PID"":""67dc19acaa83409c086aa8fa"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b083c052b9f084867478f""}",2025-12-11T18:13:03.289894187Z,"{""plan"":""My game plan is choosing the best parking space with a lower MU and has a discounted price.""}",2025-12-11T18:15:06.283665602Z
01KC79W2774N3YJ8ZFWVXYQRRP,211,2025-12-11T18:35:40.473486991Z,,,game ended,2025-12-11T18:35:57.653889797Z,1,2025-12-11T18:37:21.590577364Z,,,"{""strength"":""I consistently aimed for the lowest-cost strategy and adapted based on my partner’s choices. I understood the rules well and optimized my decisions to minimize penalties and maximize discounts."",""fair"":""Yes, the base pay was reasonable, and the bonus structure added a fair incentive for strategic play."",""feedback"":""The instructions were mostly clear, but the penalty and discount rules could be emphasized more visually during the game to reduce confusion. I appreciated the consistent structure across rounds, which made it easier to focus on strategy.""}",2025-12-11T18:37:21.555962399Z,01KC79VJRN83Z6TJ4WRC66DE0Y,2025-12-11T18:19:32.213362716Z,2,2025-12-11T18:15:02.827763857Z,true,2025-12-11T18:20:04.399120368Z,01KC79W14FGQB6MT0RP9JR5N0F,2025-12-11T18:13:16.647715774Z,67d548b5aa5737666a77a6d2,2025-12-11T18:13:16.647715774Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:13:16.674508237Z,baseline,2025-12-11T18:13:16.674508237Z,"{""PROLIFIC_PID"":""67d548b5aa5737666a77a6d2"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0832a75bc02ae2da26df""}",2025-12-11T18:13:17.241351318Z,"{""plan"":""If I choose spots C and D, the total cost is only 9 MU because they are different spots of the same color and benefit from the discount. If I pick spots A and B, the cost comes to 20 MU since they are also the same color but more expensive. Parking in different colors like A and C or B and D means I would have to pay the full regular prices, which range between 31 MU and 38 MU. Finally, if I park in the same spot twice, I get hit with the 30 MU penalty, making those choices the most expensive anywhere from 52 MU up to 70 MU.""}",2025-12-11T18:20:04.095668405Z
01KC79GH487QQARMV8E7TJ7T2Z,98,2025-12-11T18:15:43.729176888Z,,,game ended,2025-12-11T18:15:50.02213763Z,1,2025-12-11T18:16:36.308949705Z,,,"{""strength"":""very poor, since my partner just chose the same spot 90% of times, so I had little choices"",""fair"":""yes"",""feedback"":""N/A""}",2025-12-11T18:16:36.335331391Z,01KC792PAG0VBJYH8A5GGYPASS,2025-12-11T18:09:56.619621378Z,2,2025-12-11T18:08:39.83397254Z,true,2025-12-11T18:10:09.354095582Z,01KC79GGHGQ5GJP3GN6K0N14C2,2025-12-11T18:06:58.696632055Z,5eda126ec6a418029cb19e91,2025-12-11T18:06:58.696632055Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:58.704876835Z,baseline,2025-12-11T18:06:58.704876835Z,"{""PROLIFIC_PID"":""5eda126ec6a418029cb19e91"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b081cee3233e096250d53""}",2025-12-11T18:06:59.008260513Z,"{""plan"":""I park in C, as I expect my partner parks in D""}",2025-12-11T18:10:09.216781724Z
01KC79J16B04XJKFES6BZ1JSFW,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:11:57.5586232Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:57.546467049Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,2,2025-12-11T18:10:53.073548924Z,,,01KC79J05E21XYWV6H6JB13GY0,2025-12-11T18:07:47.916019184Z,6164b4422e2259bfaa67f33a,2025-12-11T18:07:47.916019184Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:07:47.923461718Z,baseline,2025-12-11T18:07:47.923461718Z,"{""PROLIFIC_PID"":""6164b4422e2259bfaa67f33a"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0816c64a6d4c22e8f3a6""}",2025-12-11T18:07:48.447272136Z,,
01KC79M1N20TB837SYH205DW1A,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:11:52.779135937Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:50.979397563Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,1,2025-12-11T18:10:31.755598375Z,,,01KC79M05AQ4GBN04QFV2RYJPK,2025-12-11T18:08:53.922475083Z,67343989a03952ea40085917,2025-12-11T18:08:53.922475083Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:08:53.931546474Z,baseline,2025-12-11T18:08:53.931546474Z,"{""PROLIFIC_PID"":""67343989a03952ea40085917"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b086894b19d613bb695b0""}",2025-12-11T18:08:54.828036822Z,,
